# gapseq version: 1.5.0 2477543b
# Transporter sequence DB md5sum: b99a77e (2024-11-09)
# genome_format=prot
id	tc	sub	sub_gapseq	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|Q9XG70|1.A.8.10.2	1.A.8.10.2	Glycerol	Glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q9XG70|1.A.8.10.2	32.3	6.3e-24	93.2	88.3	NP_415396.1 water channel AqpZ [Escherichia coli str. K-12 substr. MG1655]	3	230	transporter
gnl|TC-DB|Q9XG70|1.A.8.10.2	1.A.8.10.2	Ammonia	Ammonium	EX_cpd00013_e0	rxn05466	gnl|TC-DB|Q9XG70|1.A.8.10.2	27.8	5.43e-15	69.7	88.7	NP_418362.1 glycerol facilitator [Escherichia coli str. K-12 substr. MG1655]	12	260	transporter
gnl|TC-DB|Q9XG70|1.A.8.10.2	1.A.8.10.2	Glycerol	Glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q9XG70|1.A.8.10.2	27.8	5.43e-15	69.7	88.7	NP_418362.1 glycerol facilitator [Escherichia coli str. K-12 substr. MG1655]	12	260	transporter
gnl|TC-DB|P25818|1.A.8.10.3	1.A.8.10.3	Ammonia	Ammonium	EX_cpd00013_e0	rxn05466	gnl|TC-DB|P25818|1.A.8.10.3	34.2	9.7e-18	76.6	84.1	NP_415396.1 water channel AqpZ [Escherichia coli str. K-12 substr. MG1655]	7	224	transporter
gnl|TC-DB|P25818|1.A.8.10.3	1.A.8.10.3	Glycerol	Glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P25818|1.A.8.10.3	34.2	9.7e-18	76.6	84.1	NP_415396.1 water channel AqpZ [Escherichia coli str. K-12 substr. MG1655]	7	224	transporter
gnl|TC-DB|P25818|1.A.8.10.3	1.A.8.10.3	Ammonia	Ammonium	EX_cpd00013_e0	rxn05466	gnl|TC-DB|P25818|1.A.8.10.3	25.2	1.55e-06	45.1	84.5	NP_418362.1 glycerol facilitator [Escherichia coli str. K-12 substr. MG1655]	12	252	transporter
gnl|TC-DB|P25818|1.A.8.10.3	1.A.8.10.3	Glycerol	Glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P25818|1.A.8.10.3	25.2	1.55e-06	45.1	84.5	NP_418362.1 glycerol facilitator [Escherichia coli str. K-12 substr. MG1655]	12	252	transporter
gnl|TC-DB|Q9FGL2|1.A.8.10.4	1.A.8.10.4	Ammonia	Ammonium	EX_cpd00013_e0	rxn05466	gnl|TC-DB|Q9FGL2|1.A.8.10.4	34.4	1.27e-24	95.1	84	NP_415396.1 water channel AqpZ [Escherichia coli str. K-12 substr. MG1655]	7	223	transporter
gnl|TC-DB|Q9FGL2|1.A.8.10.4	1.A.8.10.4	Ammonia	Ammonium	EX_cpd00013_e0	rxn05466	gnl|TC-DB|Q9FGL2|1.A.8.10.4	26.2	3.28e-11	58.9	86.8	NP_418362.1 glycerol facilitator [Escherichia coli str. K-12 substr. MG1655]	5	251	transporter
gnl|TC-DB|P08995|1.A.8.12.1	1.A.8.12.1	Ammonia	Ammonium	EX_cpd00013_e0	rxn05466	gnl|TC-DB|P08995|1.A.8.12.1	40.4	1.67e-42	142	76.8	NP_415396.1 water channel AqpZ [Escherichia coli str. K-12 substr. MG1655]	3	224	transporter
gnl|TC-DB|P08995|1.A.8.12.1	1.A.8.12.1	Glycerol	Glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P08995|1.A.8.12.1	40.4	1.67e-42	142	76.8	NP_415396.1 water channel AqpZ [Escherichia coli str. K-12 substr. MG1655]	3	224	transporter
gnl|TC-DB|P08995|1.A.8.12.1	1.A.8.12.1	Ammonia	Ammonium	EX_cpd00013_e0	rxn05466	gnl|TC-DB|P08995|1.A.8.12.1	30.7	1.78e-20	85.5	75.6	NP_418362.1 glycerol facilitator [Escherichia coli str. K-12 substr. MG1655]	12	252	transporter
gnl|TC-DB|P08995|1.A.8.12.1	1.A.8.12.1	Glycerol	Glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P08995|1.A.8.12.1	30.7	1.78e-20	85.5	75.6	NP_418362.1 glycerol facilitator [Escherichia coli str. K-12 substr. MG1655]	12	252	transporter
gnl|TC-DB|Q8W037|1.A.8.12.4	1.A.8.12.4	Glycerol	Glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q8W037|1.A.8.12.4	31.4	1.93e-27	103	75	NP_415396.1 water channel AqpZ [Escherichia coli str. K-12 substr. MG1655]	3	226	transporter
gnl|TC-DB|O28846|1.A.8.13.1	1.A.8.13.1	Glycerol	Glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|O28846|1.A.8.13.1	32.8	2.72e-28	105	98.4	NP_418362.1 glycerol facilitator [Escherichia coli str. K-12 substr. MG1655]	4	254	transporter
gnl|TC-DB|O28846|1.A.8.13.1	1.A.8.13.1	Glycerol	Glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|O28846|1.A.8.13.1	33.8	5.43e-27	101	92.7	NP_415396.1 water channel AqpZ [Escherichia coli str. K-12 substr. MG1655]	3	221	transporter
gnl|TC-DB|Q9C4Z5|1.A.8.13.2	1.A.8.13.2	Glycerol	Glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q9C4Z5|1.A.8.13.2	33.8	5.14e-35	123	98	NP_418362.1 glycerol facilitator [Escherichia coli str. K-12 substr. MG1655]	6	254	transporter
gnl|TC-DB|Q9C4Z5|1.A.8.13.2	1.A.8.13.2	Glycerol	Glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q9C4Z5|1.A.8.13.2	35.7	3.94e-32	114	98	NP_415396.1 water channel AqpZ [Escherichia coli str. K-12 substr. MG1655]	3	229	transporter
gnl|TC-DB|D7VF10|1.A.8.13.3	1.A.8.13.3	Glycerol	Glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7VF10|1.A.8.13.3	38.8	7.06e-35	120	97.7	NP_415396.1 water channel AqpZ [Escherichia coli str. K-12 substr. MG1655]	3	226	transporter
gnl|TC-DB|D7VF10|1.A.8.13.3	1.A.8.13.3	Glycerol	Glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7VF10|1.A.8.13.3	31	3.87e-21	85.9	95.4	NP_418362.1 glycerol facilitator [Escherichia coli str. K-12 substr. MG1655]	12	252	transporter
gnl|TC-DB|P18156|1.A.8.2.1	1.A.8.2.1	Glycerol	Glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P18156|1.A.8.2.1	37.2	3.05e-34	122	84.7	NP_418362.1 glycerol facilitator [Escherichia coli str. K-12 substr. MG1655]	14	259	transporter
gnl|TC-DB|P18156|1.A.8.2.1	1.A.8.2.1	Glycerol	Glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P18156|1.A.8.2.1	32.7	5.83e-20	83.2	79.2	NP_415396.1 water channel AqpZ [Escherichia coli str. K-12 substr. MG1655]	8	220	transporter
gnl|TC-DB|ABT13584.1|1.A.8.2.10	1.A.8.2.10	Glycerol	Glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|ABT13584.1|1.A.8.2.10	27.8	4.59e-20	84.3	92.6	NP_418362.1 glycerol facilitator [Escherichia coli str. K-12 substr. MG1655]	13	252	transporter
gnl|TC-DB|P22094|1.A.8.2.2	1.A.8.2.2	Glycerol	Glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P22094|1.A.8.2.2	25.6	3.46e-14	68.2	96.2	NP_418362.1 glycerol facilitator [Escherichia coli str. K-12 substr. MG1655]	1	245	transporter
gnl|TC-DB|P52280|1.A.8.2.3	1.A.8.2.3	Glycerol	Glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P52280|1.A.8.2.3	28.9	1.88e-12	62.4	94.7	NP_418362.1 glycerol facilitator [Escherichia coli str. K-12 substr. MG1655]	12	250	transporter
gnl|TC-DB|C6VJ63|1.A.8.2.4	1.A.8.2.4	Glycerol	Glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|C6VJ63|1.A.8.2.4	31.3	3.43e-23	92	94.5	NP_418362.1 glycerol facilitator [Escherichia coli str. K-12 substr. MG1655]	10	248	transporter
gnl|TC-DB|D7V7W8|1.A.8.2.5	1.A.8.2.5	Glycerol	Glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7V7W8|1.A.8.2.5	36	2.18e-33	119	95.3	NP_418362.1 glycerol facilitator [Escherichia coli str. K-12 substr. MG1655]	12	248	transporter
gnl|TC-DB|D7V8E7|1.A.8.2.6	1.A.8.2.6	Glycerol	Glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7V8E7|1.A.8.2.6	33.5	1.79e-33	119	96.3	NP_418362.1 glycerol facilitator [Escherichia coli str. K-12 substr. MG1655]	10	254	transporter
gnl|TC-DB|D7V8E7|1.A.8.2.6	1.A.8.2.6	Glycerol	Glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7V8E7|1.A.8.2.6	27.6	1.09e-17	76.3	96.3	NP_415396.1 water channel AqpZ [Escherichia coli str. K-12 substr. MG1655]	4	226	transporter
gnl|TC-DB|D7VEY8|1.A.8.2.7	1.A.8.2.7	Glycerol	Glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7VEY8|1.A.8.2.7	32.6	5.67e-29	107	97.6	NP_418362.1 glycerol facilitator [Escherichia coli str. K-12 substr. MG1655]	4	252	transporter
